gene_id	GeneSymbol	Chromosome	Strand	Class
ENSG00000239464	RN7SL691P	4:43598544-43598844	-	misc_RNA
ENSG00000286891	AC080132.1	4:43763134-43972184	+	lncRNA
ENSG00000239679	RN7SL193P	4:43863274-43863549	+	misc_RNA
ENSG00000124399	NDUFB4P12	4:43898962-43899351	+	processed_pseudogene
ENSG00000250863	AC114757.1	4:43972921-44025516	-	lncRNA
ENSG00000251350	LINC02475	4:44016700-44022063	+	lncRNA
ENSG00000183783	KCTD8	4:44173903-44448809	-	protein_coding
ENSG00000251159	AC093852.1	4:44533615-44533880	+	processed_pseudogene
ENSG00000177752	YIPF7	4:44622065-44678556	-	protein_coding
ENSG00000151806	GUF1	4:44678420-44700928	+	protein_coding
ENSG00000163281	GNPDA2	4:44682200-44726595	-	protein_coding
ENSG00000273369	AC096586.2	4:44693946-44694386	-	lncRNA
ENSG00000272936	AC096586.1	4:44704405-44704965	+	lncRNA
ENSG00000249729	AC093755.1	4:44840380-44841402	-	processed_pseudogene
ENSG00000248987	PRDX4P1	4:44944015-44944961	-	processed_pseudogene
ENSG00000275959	AC108467.2	4:44994426-44996022	+	processed_pseudogene
ENSG00000248744	AC108467.1	4:45009540-45051652	+	lncRNA
ENSG00000248320	THAP12P9	4:45323253-45326028	-	processed_pseudogene
ENSG00000224560	AC108043.1	4:45414337-45414910	-	processed_pseudogene
ENSG00000200720	RNU6-931P	4:45480030-45480136	+	snRNA
ENSG00000222257	RN7SKP199	4:45995119-45995423	+	misc_RNA
ENSG00000163285	GABRG1	4:46035769-46124054	-	protein_coding
ENSG00000260878	AC104072.1	4:46243548-46244215	-	lncRNA
ENSG00000151834	GABRA2	4:46248427-46475230	-	protein_coding
ENSG00000249330	AC095060.1	4:46390255-46510194	+	lncRNA
ENSG00000252243	RNU6-412P	4:46531237-46531342	-	snRNA
ENSG00000249936	RAC1P2	4:46723830-46724408	-	processed_pseudogene
ENSG00000170516	COX7B2	4:46734827-46909245	-	protein_coding
ENSG00000109158	GABRA4	4:46918900-46993581	-	protein_coding
ENSG00000163288	GABRB1	4:46993723-47426444	+	protein_coding
ENSG00000260918	AC107398.3	4:47431960-47438959	+	lncRNA
ENSG00000169019	COMMD8	4:47450787-47463702	-	protein_coding
ENSG00000282904	AC107398.4	4:47463590-47470477	+	lncRNA
ENSG00000286294	AC107398.5	4:47481001-47485210	-	lncRNA
ENSG00000145246	ATP10D	4:47485288-47593486	+	protein_coding
ENSG00000242431	AC107398.1	4:47490967-47491471	-	processed_pseudogene
ENSG00000248254	AC107398.2	4:47556731-47560259	-	lncRNA
ENSG00000145244	CORIN	4:47593999-47838106	-	protein_coding
ENSG00000277388	MIR8053	4:47652669-47652743	+	miRNA
ENSG00000242262	AC092597.1	4:47706372-47706987	+	processed_pseudogene
ENSG00000282917	AC107068.2	4:47831330-47897965	+	lncRNA
ENSG00000259959	AC107068.1	4:47840122-47844339	-	lncRNA
ENSG00000170448	NFXL1	4:47847233-47914667	-	protein_coding
ENSG00000163293	NIPAL1	4:47914142-48040173	+	protein_coding
ENSG00000198515	CNGA1	4:47935977-48016672	-	protein_coding
ENSG00000074966	TXK	4:48066393-48134250	-	protein_coding
ENSG00000200269	RNU6-838P	4:48106081-48106188	-	snRNA
ENSG00000283499	RF00026	4:48109353-48109410	-	snRNA
ENSG00000135605	TEC	4:48135783-48269838	-	protein_coding
ENSG00000202014	RF00019	4:48153434-48153535	+	misc_RNA
ENSG00000109171	SLAIN2	4:48341529-48426201	+	protein_coding
ENSG00000145248	SLC10A4	4:48483343-48489526	+	protein_coding
ENSG00000182223	ZAR1	4:48490252-48494389	+	protein_coding
ENSG00000075539	FRYL	4:48497361-48780322	-	protein_coding
ENSG00000251722	RNU5E-3P	4:48574453-48574520	-	snRNA
ENSG00000109180	OCIAD1	4:48805212-48861817	+	protein_coding
ENSG00000248256	OCIAD1-AS1	4:48852008-48860203	-	lncRNA
ENSG00000145247	OCIAD2	4:48885019-48906937	-	protein_coding
ENSG00000252913	RNU6-158P	4:48932755-48932854	-	snRNA
ENSG00000251334	AC020593.1	4:48936582-48936880	+	processed_pseudogene
ENSG00000109182	CWH43	4:48986275-49062081	+	protein_coding
ENSG00000225455	TPI1P4	4:49016682-49017154	-	processed_pseudogene
ENSG00000249828	AC118282.3	4:49203171-49203726	-	processed_pseudogene
ENSG00000249079	AC118282.2	4:49212251-49212624	-	processed_pseudogene
ENSG00000280043	AC118282.4	4:49229573-49231284	+	TEC
ENSG00000250016	SNX18P23	4:49233289-49233965	-	processed_pseudogene
ENSG00000237961	AC118282.1	4:49238032-49245419	-	processed_pseudogene
ENSG00000268736	MTCO3P39	4:49246021-49246538	+	processed_pseudogene
ENSG00000248946	MTND3P22	4:49246601-49246915	+	processed_pseudogene
ENSG00000248583	AC119751.3	4:49486926-49489554	-	unprocessed_pseudogene
ENSG00000251056	ANKRD20A17P	4:49502145-49506022	-	unprocessed_pseudogene
ENSG00000250769	AC119751.5	4:49507764-49508806	-	processed_pseudogene
ENSG00000248532	AC119751.2	4:49523648-49523857	-	processed_pseudogene
ENSG00000269848	AC119751.8	4:49524030-49524185	-	processed_pseudogene
ENSG00000268967	AC119751.7	4:49548564-49548855	-	processed_pseudogene
ENSG00000268391	MTCO3P42	4:49548918-49549435	-	processed_pseudogene
ENSG00000232471	AC119751.1	4:49550032-49557400	+	unprocessed_pseudogene
ENSG00000251630	AC119751.6	4:49561285-49561470	-	processed_pseudogene
ENSG00000251539	SNX18P24	4:49561479-49562149	+	processed_pseudogene
ENSG00000250753	AC119751.4	4:49579833-49580189	+	processed_pseudogene
ENSG00000249337	SNX18P25	4:49588772-49589529	+	processed_pseudogene
ENSG00000109184	DCUN1D4	4:51843000-51916837	+	protein_coding
ENSG00000250473	DUTP7	4:51865050-51865535	-	processed_pseudogene
ENSG00000272576	AC027271.1	4:51918772-51919381	+	lncRNA
ENSG00000243929	AC104784.1	4:51978079-51978372	-	processed_pseudogene
ENSG00000188993	LRRC66	4:51993702-52017620	-	protein_coding
ENSG00000163069	SGCB	4:52020706-52038482	-	protein_coding
ENSG00000251040	LINC02480	4:52044805-52046954	+	lncRNA
ENSG00000163071	SPATA18	4:52051304-52097299	+	protein_coding
ENSG00000287999	AC097522.2	4:52252820-52551574	-	lncRNA
ENSG00000251286	AC097522.1	4:52440494-52441535	-	processed_pseudogene
ENSG00000199924	RNU6-1252P	4:52494849-52494952	+	snRNA
ENSG00000109189	USP46	4:52590960-52659301	-	protein_coding
ENSG00000248866	USP46-AS1	4:52659406-52661668	+	lncRNA
ENSG00000260120	AC104066.2	4:52680609-52692999	+	lncRNA
ENSG00000250302	LINC01618	4:52712394-52866821	+	lncRNA
ENSG00000226950	DANCR	4:52712404-52720351	+	lncRNA
ENSG00000264585	MIR4449	4:52712682-52712747	+	miRNA
ENSG00000286161	AC104066.3	4:52712713-52722377	-	lncRNA
ENSG00000212588	SNORA26	4:52713249-52713370	+	snoRNA
ENSG00000248375	AC104066.1	4:52720081-52720831	-	processed_pseudogene
ENSG00000226887	ERVMER34-1	4:52722618-52751586	-	protein_coding
ENSG00000212490	RF00568	4:52748137-52748259	+	snoRNA
ENSG00000199901	RF00019	4:52786537-52786638	+	misc_RNA
ENSG00000128045	RASL11B	4:52862317-52866835	+	protein_coding
ENSG00000184178	SCFD2	4:52872982-53366066	-	protein_coding
ENSG00000248115	AC023154.1	4:52945649-52958087	+	lncRNA
ENSG00000207385	RNU6-310P	4:53265461-53265567	-	snRNA
ENSG00000145216	FIP1L1	4:53377641-53460862	+	protein_coding
ENSG00000282278	AC058822.1	4:53377839-54295272	+	protein_coding
ENSG00000072201	LNX1	4:53459301-53701405	-	protein_coding
ENSG00000250930	LNX1-AS1	4:53496400-53549578	+	lncRNA
ENSG00000173966	AC095040.1	4:53575713-53576387	+	processed_pseudogene
ENSG00000248494	LNX1-AS2	4:53592956-53604047	+	lncRNA
ENSG00000249341	AC124017.1	4:53659208-53737156	+	lncRNA
ENSG00000249706	AC105384.1	4:53899871-53916835	+	lncRNA
ENSG00000250815	AC105384.2	4:53927499-53928138	-	processed_pseudogene
ENSG00000229585	RPL21P44	4:53986587-53987058	-	processed_pseudogene
ENSG00000272650	AC110792.3	4:53997415-53997712	-	lncRNA
ENSG00000109220	CHIC2	4:54009789-54064605	-	protein_coding
ENSG00000269506	AC110792.2	4:54059597-54061210	+	lncRNA
ENSG00000287534	AC110792.4	4:54065239-54078454	+	lncRNA
ENSG00000251105	AC110792.1	4:54076625-54076848	+	processed_pseudogene
ENSG00000250147	MORF4L2P1	4:54086926-54087783	+	processed_pseudogene
ENSG00000180613	GSX2	4:54099523-54102498	+	protein_coding
ENSG00000242670	RPL22P13	4:54221126-54221472	+	processed_pseudogene
ENSG00000134853	PDGFRA	4:54229280-54298245	+	protein_coding
ENSG00000248184	LINC02283	4:54332892-54355954	+	lncRNA
ENSG00000248518	AC098587.1	4:54376002-54376752	+	lncRNA
ENSG00000251264	AC098868.1	4:54440502-54446723	-	lncRNA
ENSG00000250456	LINC02260	4:54603211-54607131	-	lncRNA
ENSG00000157404	KIT	4:54657918-54740715	+	protein_coding
ENSG00000249727	AC097494.1	4:54836041-54845470	-	lncRNA
ENSG00000251256	LINC02358	4:54845568-54859241	+	lncRNA
ENSG00000248317	AC111194.1	4:54943626-54957832	+	lncRNA
ENSG00000244422	RPL38P3	4:54976159-54976371	-	processed_pseudogene
ENSG00000252815	RNU6-410P	4:55031965-55032071	-	snRNA
ENSG00000250646	AC111194.2	4:55053060-55092534	+	lncRNA
ENSG00000244034	RN7SL424P	4:55063738-55064026	+	misc_RNA
ENSG00000128052	KDR	4:55078481-55125595	-	protein_coding
ENSG00000287060	AC021220.2	4:55157877-55161880	+	lncRNA
ENSG00000239545	RN7SL822P	4:55215624-55215919	-	misc_RNA
ENSG00000250812	AC021220.1	4:55219344-55219973	+	processed_pseudogene
ENSG00000206839	RNU6-746P	4:55294490-55294598	+	snRNA
ENSG00000250464	LRRC34P2	4:55313011-55313924	-	processed_pseudogene
ENSG00000128039	SRD5A3	4:55346242-55373100	+	protein_coding
ENSG00000251111	FCF1P8	4:55351812-55352408	-	processed_pseudogene
ENSG00000249700	SRD5A3-AS1	4:55363971-55395847	-	lncRNA
ENSG00000273257	AC069200.1	4:55387949-55388271	+	lncRNA
ENSG00000134851	TMEM165	4:55395957-55453397	+	protein_coding
ENSG00000239040	RF00019	4:55412636-55412738	+	misc_RNA
ENSG00000134852	CLOCK	4:55427903-55546909	-	protein_coding
ENSG00000238585	RF00019	4:55501595-55501708	-	misc_RNA
ENSG00000223305	RN7SKP30	4:55540502-55540835	-	misc_RNA
ENSG00000272969	AC024243.1	4:55547112-55547889	+	lncRNA
ENSG00000163440	PDCL2	4:55556519-55592245	-	protein_coding
ENSG00000109255	NMU	4:55595229-55636698	-	protein_coding
ENSG00000251923	RNU6-276P	4:55798636-55798731	+	snRNA
ENSG00000250821	EXOC1L	4:55819819-55837487	+	protein_coding
ENSG00000090989	EXOC1	4:55853648-55905086	+	protein_coding
ENSG00000202358	RNU6-652P	4:55885595-55885701	+	snRNA
ENSG00000286599	AC110611.1	4:55889743-55903177	-	lncRNA
ENSG00000287382	AC110611.2	4:55938153-55947996	-	lncRNA
ENSG00000174799	CEP135	4:55948871-56033363	+	protein_coding
ENSG00000109265	KIAA1211	4:56049073-56328625	+	protein_coding
ENSG00000200741	RNA5SP161	4:56097390-56097504	+	rRNA_pseudogene
ENSG00000252489	RNU6-197P	4:56288485-56288584	-	snRNA
ENSG00000286093	AC022267.1	4:56291601-56299873	-	lncRNA
ENSG00000250324	MRPL22P1	4:56320719-56321334	-	processed_pseudogene
ENSG00000157426	AASDH	4:56338287-56387508	-	protein_coding
ENSG00000242083	RPL7AP31	4:56356135-56356932	+	processed_pseudogene
ENSG00000269921	AC068620.1	4:56387625-56388153	+	lncRNA
ENSG00000128059	PPAT	4:56393362-56435615	-	protein_coding
ENSG00000270147	AC068620.2	4:56396312-56396871	+	lncRNA
ENSG00000283156	AC068620.3	4:56410516-56431548	+	transcribed_unprocessed_pseudogene
ENSG00000128050	PAICS	4:56435741-56464579	+	protein_coding
ENSG00000174780	SRP72	4:56467617-56503681	+	protein_coding
ENSG00000196503	ARL9	4:56505209-56525481	+	protein_coding
ENSG00000249693	THEGL	4:56530609-56603507	+	protein_coding
ENSG00000248590	GLDCP1	4:56593004-56595681	+	transcribed_processed_pseudogene
ENSG00000171476	HOPX	4:56647988-56681899	-	protein_coding
ENSG00000280285	AC108215.1	4:56662469-56665694	-	TEC
ENSG00000241250	RPL17P20	4:56710060-56710614	+	processed_pseudogene
ENSG00000227040	AC022483.1	4:56760919-56761485	-	processed_pseudogene
ENSG00000240545	RN7SL492P	4:56794348-56794642	-	misc_RNA
ENSG00000265894	RN7SL357P	4:56805834-56806131	+	misc_RNA
ENSG00000128040	SPINK2	4:56809860-56821742	-	protein_coding
ENSG00000278226	RF00017	4:56810422-56810681	+	misc_RNA
ENSG00000251799	RF00019	4:56818218-56818314	-	misc_RNA
ENSG00000084093	REST	4:56907876-56966678	+	protein_coding
ENSG00000269949	AC069307.1	4:56960927-56961373	-	lncRNA
ENSG00000084092	NOA1	4:56963350-56977606	-	protein_coding
ENSG00000047315	POLR2B	4:56977722-57031158	+	protein_coding
ENSG00000251703	RNU6-998P	4:57002692-57002792	+	snRNA
ENSG00000163453	IGFBP7	4:57030773-57110385	-	protein_coding
ENSG00000250384	UBE2CP3	4:57072683-57073132	+	processed_pseudogene
ENSG00000245067	IGFBP7-AS1	4:57109762-57207459	+	lncRNA
ENSG00000287369	AC111197.1	4:57110547-57111400	+	lncRNA
ENSG00000250192	AC105390.1	4:57154577-57156452	+	lncRNA
ENSG00000243920	RPS26P24	4:57352999-57353329	-	processed_pseudogene
ENSG00000248505	LINC02380	4:57424495-57478341	+	lncRNA
ENSG00000251459	AC013724.1	4:57490808-57495844	+	lncRNA
ENSG00000251049	AC107396.1	4:57595940-57605872	-	lncRNA
ENSG00000250333	AC093725.2	4:57605694-57658800	-	lncRNA
ENSG00000249831	AC093725.1	4:57720035-57724655	+	lncRNA
ENSG00000285998	AC104790.1	4:57841721-57855271	+	lncRNA
ENSG00000248660	SRIP1	4:58103147-58103434	+	processed_pseudogene
ENSG00000249105	AC096725.1	4:58117758-58118070	-	processed_pseudogene
ENSG00000250340	LINC02494	4:58524515-58536328	-	lncRNA
ENSG00000250078	AC019133.1	4:58562160-58565212	-	lncRNA
ENSG00000251339	AC017091.1	4:58780626-58984194	-	lncRNA
ENSG00000249382	LINC02619	4:58939288-58988182	-	lncRNA
ENSG00000251266	LINC02429	4:58984215-59046959	+	lncRNA
ENSG00000250375	AC097501.1	4:59047020-59075256	-	lncRNA
ENSG00000286097	AC108517.2	4:59150924-59180414	-	lncRNA
ENSG00000249111	AC108517.1	4:59152834-59176146	+	lncRNA
ENSG00000199780	RF00019	4:59533786-59533898	+	misc_RNA
ENSG00000249392	AC096588.1	4:59551142-59630324	-	lncRNA
ENSG00000249892	AC093857.1	4:59767816-59792114	-	lncRNA
ENSG00000201676	RF00019	4:59833175-59833276	+	misc_RNA
ENSG00000201775	RNU6-1325P	4:59834063-59834167	+	snRNA
ENSG00000287174	AC092596.1	4:59903404-59920670	-	lncRNA
ENSG00000283043	AC097655.1	4:60038269-60038586	+	processed_pseudogene
ENSG00000249066	LINC02496	4:60750575-60796103	+	lncRNA
ENSG00000248237	AC105420.1	4:60784115-60784696	+	processed_pseudogene
ENSG00000265829	MIR548AG1	4:60922619-60922684	+	miRNA
ENSG00000240152	LINC02271	4:61143656-61153962	+	lncRNA
ENSG00000150471	ADGRL3	4:61201258-62078335	+	protein_coding
ENSG00000241261	RPL17P19	4:61211652-61212203	+	processed_pseudogene
ENSG00000205682	AC020741.1	4:61420246-61428221	-	lncRNA
ENSG00000226439	AC108161.1	4:61775449-61775850	-	processed_pseudogene
ENSG00000202169	RF00019	4:61906313-61906408	+	misc_RNA
ENSG00000248692	ADGRL3-AS1	4:62071752-62165554	-	lncRNA
ENSG00000225405	RPS15AP17	4:62105660-62106049	-	processed_pseudogene
ENSG00000241344	RPL21P47	4:62248294-62248770	+	processed_pseudogene
ENSG00000250249	AC105313.1	4:62291562-62292337	+	processed_pseudogene
ENSG00000248847	AC074087.1	4:62489495-62490218	-	processed_pseudogene
ENSG00000248336	HMGN1P11	4:62510469-62510771	+	processed_pseudogene
ENSG00000180673	EXOC5P1	4:62816826-62818794	+	processed_pseudogene
ENSG00000251055	AC097491.1	4:63128311-63143881	+	lncRNA
ENSG00000231442	LARP1BP1	4:63350114-63351472	+	processed_pseudogene
ENSG00000250775	AC093730.1	4:63465511-63529761	-	lncRNA
ENSG00000205678	TECRL	4:64275257-64409468	-	protein_coding
ENSG00000252104	RNU6-191P	4:64397694-64397787	-	snRNA
ENSG00000250768	DPP3P1	4:64430909-64433215	+	processed_pseudogene
ENSG00000251430	MTCO3P27	4:64606418-64606613	+	unprocessed_pseudogene
ENSG00000251385	MTCYBP16	4:64607703-64608831	-	processed_pseudogene
ENSG00000249893	MTND6P16	4:64608905-64609424	+	unprocessed_pseudogene
ENSG00000250169	MTND5P13	4:64609454-64610532	-	processed_pseudogene
ENSG00000248259	MTND4LP31	4:64610616-64610909	-	unprocessed_pseudogene
ENSG00000249045	MTND3P24	4:64610980-64611308	-	unprocessed_pseudogene
ENSG00000248328	MTCO3P28	4:64611374-64611888	-	unprocessed_pseudogene
ENSG00000244669	AC104689.1	4:64767130-64767897	-	processed_pseudogene
ENSG00000286664	AC104689.2	4:64836361-64883916	-	lncRNA
ENSG00000250125	LINC02232	4:64914281-65024485	-	lncRNA
ENSG00000248447	AC107058.1	4:65034634-65036017	-	processed_pseudogene
ENSG00000248998	EFL1P2	4:65142703-65145763	-	processed_pseudogene
ENSG00000249351	AC096754.1	4:65216616-65217433	+	processed_pseudogene
ENSG00000285711	AC018683.1	4:65225867-65241814	-	lncRNA
ENSG00000145242	EPHA5	4:65319563-65670495	-	protein_coding
ENSG00000243199	AC115223.1	4:65573459-65574328	+	processed_pseudogene
ENSG00000250846	EPHA5-AS1	4:65669961-65698029	+	lncRNA
ENSG00000248479	AC104137.1	4:65702202-65705553	+	lncRNA
ENSG00000222765	RNU2-40P	4:65807240-65807435	-	snRNA
ENSG00000251527	AC097110.1	4:65858761-65860204	+	lncRNA
ENSG00000249413	AC116049.2	4:65998846-66150012	+	lncRNA
ENSG00000272304	AC096721.1	4:66003281-66016792	+	lncRNA
ENSG00000236562	AC116049.1	4:66094142-66094526	+	processed_pseudogene
ENSG00000287383	AC110809.1	4:66169778-66329377	-	lncRNA
ENSG00000221563	MIR1269A	4:66276824-66276928	+	miRNA
ENSG00000244099	RPS23P3	4:66431092-66431521	+	processed_pseudogene
ENSG00000252890	RNU6-699P	4:66897262-66897371	+	snRNA
ENSG00000250075	AC104806.2	4:67417305-67468251	-	lncRNA
ENSG00000206629	RNU1-63P	4:67429591-67429754	-	snRNA
ENSG00000274759	RNA5SP527	4:67439992-67440118	+	rRNA
ENSG00000250030	AC104806.1	4:67446267-67446574	+	processed_pseudogene
ENSG00000145241	CENPC	4:67468762-67545503	-	protein_coding
ENSG00000035720	STAP1	4:67558727-67607337	+	protein_coding
ENSG00000279464	AC096720.2	4:67607856-67610313	-	TEC
ENSG00000033178	UBA6	4:67612652-67701155	-	protein_coding
ENSG00000270257	AC096720.1	4:67638177-67638359	+	processed_pseudogene
ENSG00000248049	UBA6-AS1	4:67701209-68080952	+	lncRNA
ENSG00000250656	ST3GAL1P1	4:67716375-67717388	-	processed_pseudogene
ENSG00000270228	AC079880.1	4:67718996-67724262	-	processed_pseudogene
ENSG00000270292	AC079880.2	4:67725183-67726395	-	processed_pseudogene
ENSG00000109163	GNRHR	4:67739328-67754360	-	protein_coding
ENSG00000202374	RF00091	4:67747236-67747386	+	snoRNA
ENSG00000232398	TMPRSS11CP	4:67766480-67773854	-	unprocessed_pseudogene
ENSG00000153802	TMPRSS11D	4:67820876-67884032	-	protein_coding
ENSG00000187054	TMPRSS11A	4:67909385-67964140	-	protein_coding
ENSG00000229009	TMPRSS11GP	4:67991684-68015768	-	transcribed_unprocessed_pseudogene
ENSG00000207428	RNU6-95P	4:68003895-68004001	+	snRNA
ENSG00000227725	GCOM2	4:68038544-68039647	+	processed_pseudogene
ENSG00000283131	MTND2P41	4:68049706-68050478	-	unprocessed_pseudogene
ENSG00000198092	TMPRSS11F	4:68053198-68129880	-	protein_coding
ENSG00000215127	SYT14P1	4:68061822-68063269	-	transcribed_processed_pseudogene
ENSG00000250426	FTLP10	4:68182292-68212470	+	transcribed_processed_pseudogene
ENSG00000250026	TMPRSS11BNL	4:68184081-68218080	-	transcribed_unprocessed_pseudogene
ENSG00000185873	TMPRSS11B	4:68226653-68245720	-	protein_coding
ENSG00000250642	AC098799.3	4:68282461-68285959	-	unprocessed_pseudogene
ENSG00000248639	AC098799.1	4:68293127-68294364	+	processed_pseudogene
ENSG00000249531	AC098799.2	4:68300325-68302459	+	processed_pseudogene
ENSG00000248122	APOOP4	4:68304343-68304939	-	processed_pseudogene
ENSG00000083896	YTHDC1	4:68310387-68350089	-	protein_coding
ENSG00000162840	MT2P1	4:68376323-68376505	+	processed_pseudogene
ENSG00000087128	TMPRSS11E	4:68447463-68497604	+	protein_coding
ENSG00000250566	UGT2B29P	4:68509441-68517647	-	unprocessed_pseudogene
ENSG00000197888	UGT2B17	4:68537184-68568527	-	protein_coding
ENSG00000249472	AC147055.2	4:68614419-68615013	+	processed_pseudogene
ENSG00000251101	AC147055.4	4:68615393-68616137	-	processed_pseudogene
ENSG00000251074	AC147055.3	4:68626847-68628899	-	unprocessed_pseudogene
ENSG00000196620	UGT2B15	4:68646597-68670652	-	protein_coding
ENSG00000248635	AC147055.1	4:68704600-68712498	-	unprocessed_pseudogene
ENSG00000250376	AC093720.1	4:68784618-68787474	+	unprocessed_pseudogene
ENSG00000251236	AC021146.8	4:68813995-68814727	+	unprocessed_pseudogene
ENSG00000109181	UGT2B10	4:68815994-68832023	+	protein_coding
ENSG00000251424	AC021146.9	4:68834213-68834368	-	unprocessed_pseudogene
ENSG00000249235	AC021146.4	4:68861332-68861610	-	unprocessed_pseudogene
ENSG00000251529	AC021146.11	4:68877626-68880131	-	unprocessed_pseudogene
ENSG00000248547	AC021146.2	4:68883885-68884440	-	processed_pseudogene
ENSG00000248613	AC021146.3	4:68900651-68900910	-	unprocessed_pseudogene
ENSG00000272626	AC021146.12	4:68901008-68906983	-	lncRNA
ENSG00000249985	AC021146.6	4:68907918-68908034	-	unprocessed_pseudogene
ENSG00000198277	AC021146.1	4:68914928-68924741	-	unprocessed_pseudogene
ENSG00000135220	UGT2A3	4:68928463-68951804	-	protein_coding
ENSG00000251498	AC021146.10	4:68972999-68975993	-	unprocessed_pseudogene
ENSG00000249735	AC021146.5	4:68985009-68988533	-	unprocessed_pseudogene
ENSG00000250277	AC021146.7	4:68996935-68997709	-	processed_pseudogene
ENSG00000251685	UGT2B27P	4:69004862-69020414	-	unprocessed_pseudogene
ENSG00000249890	AC107401.1	4:69021656-69022340	-	unprocessed_pseudogene
ENSG00000250919	UGT2B26P	4:69027831-69044578	+	unprocessed_pseudogene
ENSG00000171234	UGT2B7	4:69051363-69112987	+	protein_coding
ENSG00000248763	AC111000.2	4:69066395-69069888	+	unprocessed_pseudogene
ENSG00000251284	AC111000.5	4:69125274-69126451	+	processed_pseudogene
ENSG00000250100	AC111000.3	4:69131351-69134814	+	unprocessed_pseudogene
ENSG00000251427	AC111000.6	4:69144734-69147671	+	unprocessed_pseudogene
ENSG00000196472	AC111000.1	4:69181660-69182372	+	transcribed_unprocessed_pseudogene
ENSG00000250696	AC111000.4	4:69182100-69216766	+	lncRNA
ENSG00000213759	UGT2B11	4:69199951-69214731	-	protein_coding
