Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
P31040	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2"	SDHA	26	12	138	12	664	72.6	7.39	1042716.117	682247.2734	504141.7188	2771665.016	1854482.195	2402669.516	7746044.734	6418898.641	2157712.949	2449194.688	1405350.805	372250.5313	3692338.875	1554371.633	3750031.578	12628189.05	12699070.55	13071886.97	1695659.742	1498515.25	472925.6875	2561797.281	3192660.063	2676875.297	17395411.66	14609198.5	4001909.383	16264553.09	1702719.719	228140.1016	3772595.781	4052529.969	6717914.969	15368102.34	22887760.5	15317606.69	14689641.22	1506426.438	936702.9453	1002390.09	1138582.141	4269617.766	13413150.97	11672973.28	10075278.75	3545817.563	1440333.453	1293791.59	3353652.641	5306312.375	14398618.8	15948090.2	12465558.2	1049874.672	2081829.063	1020116.422	1628201.398	2918074.438	2962490.414	11070849.77	12487784	7815689.313	28093965.69	1537419.781	212516.1719	814037.8281	4606907.281	5820924.031	19349344.48	8669229.469	17655511.59	10251791.8	3136653.969	422876.9922	3183015.961	1758098.484	2452646.422	11753873.42	10252546.38	15997829.41
O15027	Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4	SEC16A	9	13	86	13	2357	251.7	5.8	2187647.516	1634928.25	1650094.984	10260084.06	3945451.75	5019839.313	277074.1094	200446.4844	37191.49609	1505323.906	354315.0625	1886480.414	11061475.88	6284571.578	14017514.56	282255.8438	404380.3438		755991.625	1992118.469	1863436.688	9995330.672	8654666.719	9923302.734	210861.3125		213920.4219	1151642.688	1587682.109	6953242.602	18774310.53	9948491.813	14546631.75			462423.4688		2840907.656	5894451.094	6380881.359	10263727.41	11041193.94	236850.2031	192004.7031	273374.7813	1246377.469	28507159.33	2656687.328	12868172.38	15912695.09	439246.2813	234020.0781	232087.0625	23582810.18	2343399.75	3086055.32	10239184.78	12089830.03	6689731.406	1255770.508	163449.4531		1135250.5	2759289.75	3760209.992	1637034.215	14188701	11698141.91				154588.8438	3002134.031	4396181.109	13550029.66	4616747.305	12173460.94			
Q01105	Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3	SET	31	10	188	10	290	33.5	4.32	243753.1953	441244.2695	785344.7904	29556347.4	11820894.42	15572998.3	5841377.992	2501572.801	804464.8813	853140.1563	854078.7266	551308.0938	31707272.28	25966387.97	63011198.13	9142128.186	4465133.768	4725838.531	1765978.048	1705175.273	406266.6523	27325854.55	52088777.39	36535591.05	9994502.203	9089989.359	1868932.047	381424.5781	305563.8281	481923.6152	47778219.05	60653014.94	92018298.05	20670816	11687516.44	6813520	676456.3281	3480935.313	474382.4258	8533309.984	37615958.88	49541155.97	24852795.05	9219643.094	5966557.704	732767.3828	734346.5469	11304375.69	75338034.77	72834072.09	10273800.04	8869729.217	6638451.273	1634066.109	937386.4453	720130.4922	29257676.13	49859788.7	20026017.34	11879634.84	10959123.2	1845476.059	2574072.656	1707617.063	803450.1953	4748313.615	98598440.58	59773391.87	33500344.09	7978714.281	8921591.14	1997336.781	1307205.563	360094.8906	25755748.11	13504029.75	67744896.44	13008957.93	5629019.469	10068351.47
P27695	DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2	APEX1	37	9	219	9	318	35.5	8.12	1156677.445	703377.2578		16751333.75	6842771.438	6479134.469	17295964.53	15550916.23	3628228.963	850074.6094	1536049.875	532455.5078	18064994.13	14274338.08	33312359	28374938.7	19654513.64	40553060.13	521177.6875	2036946.313		25105337.56	22210213.63	24551301.72	30932112.5	27713028.75	13205231.88	1806985.719	827590.625		35458448	21398884.38	32441479.63	39564849.13	54440624.63	40156998.75	1009553	604165.0625		7544266.375	20020756.94	23692555.53	29374238.91	15640839.53	32264609.2	1260209.094	573472.1719	6544450.184	27086347.25	29418346.75	32751381.38	28624975.47	32867720.72	272396.75	399608.8125		26725225.56	33126391.38	17615337.63	27296761.7	25759864.78	13678558.25	2649887.094	2181904.469	138511.0469	3668668.68	35189943.38	30567836.56	48643151.91	22736243.84	58888848.16	321131.4688	272489.4375		22393582.78	10670142.13	28512353.44	21540050.14	38450710.47	27154928.55
Q6DKI1	60S ribosomal protein L7-like 1 OS=Homo sapiens OX=9606 GN=RPL7L1 PE=1 SV=2	RPL7L1	37	11	132	11	255	29.7	10.52	19569419.66	11175931.42	14883478.13			32549.55664		173387.9375		25253358.89	35577451.91	17786985.84	185282.8438	183811.9375		187951.2656		966564.125	25860030.94	48605845.2	11845190.42	661738.4141		351534.8516	75448.64844	408319.8125	457356.4609	55099788.06	47697717.31	14622362.76			396814.8438	249172.8438	563938.0234	343115.875	26940409.7	54015513.64	14670726.35	73590.35156	257564.1094	190835.1484	473085.9297	222938.6797	190974.1406	42753755.91	36309522.91	93787.1875	174223.9531			456170.2891	297635.8438	24573202.02	39206235.06	14435758.14	170164.1406	126664.8438	285615.375		417190.375	137623.4063	54083038.34	52638024	18731345.36		211686.1719	445556.8281	131424.2813	146988.25	217483.75	34671826.84	57253277.5	15848229.47	129942.3281	105738.6094		477015.9063		100127.9922
Q9H0H5	Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1	RACGAP1	29	14	130	14	632	71	8.88	9324994.133	5610474.02	13295557.94	398298.7969	86481.28125	200569.6484	1615784.328	1655166.572	543130.6797	9236199.07	14176738.31	7810505.609	742281.2656	582546.6406	1420218.938	3500818.273	2431754.844	2839176.227	12096517.36	27294785.91	9943015.82	340312.1953	543892.8379	173632.5938	1472299.969	1932059.281	1345335.273	16180216.44	12123816.63	5488184.992	1553163.594	757610.2344	1042154.844	3978206.633	3909676.102	4614640.766	11803155.18	21763841.98	5976299.699	215036.1836	85061.64063	456217.5313	3837629	2110119.75	3779402.18	10893872.09	8633280.938	227069.7578	658378.7344	1511254.641	4749497.563	2883128.484	3402961.797	13814557.03	20324980.4	12725823.29	660256.2656	299579.2188	308484.1406	2331592.699	1608360.473	1603081.273	18470810.55	20067483.63	6862518.43	118539.5625	242162.3594	359561.2031	4441806.938	2742804.18	5943532.891	12866951.25	17654570.59	8364248.41	319583.8906	112806.4375	123831.5078	3108087.625	1834806.531	2563208.73
Q13347	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	EIF3I	38	11	178	11	325	36.5	5.64	5112567.102	2824668.551	6687565.156	18524501.13	6281508.813	8100416.484	9017733.484	8222998.227	2260056.389	8766092.063	8835302.383	5740833.297	18252365.69	11245904.94	24481111.06	16273221.53	14853984.77	23030504.36	7359634.563	7459275.938	6746205.273	20464511.25	19058050.61	20430813	17808856.89	11132880.53	8104287.07	7689223.656	7187752.969	4049196.875	26499685.06	14110999.98	27179820.28	22164830.84	23716769.7	19578865.56	8466569.07	13900559.97	4186458.313	6608914.375	16769404.8	21424838.02	28978885.59	15693004.75	21623073.81	11064483.48	7156498.75	5653493.625	18640842.22	27491166.02	17696708.22	15153222.61	18605881.27	7958300.438	5786628.047	5876389.332	18461698.74	24166738.25	11351391	12892104.01	11731090.9	8461347.063	14295788.86	13806978.88	4684874.625	2972652.898	29828809.06	28693162.27	28355461.39	15860753.7	33924744.59	8930960.078	9428600.516	5413392.672	17740796.2	8100471.109	22111247.5	17650938.55	17545317.82	16252342.58
Q9HDC9	Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2	APMAP	35	11	101	11	416	46.5	6.16	1988751.164	734570.0508	1039978.516	19792096.11	7463585.613	9649938.492	4362823.43	1976125.297	940060.7441	2982088.5	3777486.938	1061850.539	28139629.56	14900389.05	32560030.28	5339195.758	3955420.641	8797009.047	1250622.281	722249.6094	1072861.359	18642644.31	22940906.72	19828698.69	6504945.469	1499279.891	1323160.766	3566740.625	2118709.875	329441.5	42186963.81	29542047.19	38705478.06	9531517.75	6320108.688	12163824.81	1096192.438	1883012.938	390099.8281	8328948.281	20397294.06	27908062.03	5857447.609	3438984.516	2902814	1942101.219	1247762.25	6685893.469	34927748.19	45432512.84	2485023.984	4295520	6165107.938	1279093.375	1028466.469	861048.2813	18164596.66	28129431.64	15339160.25	7457393	3973533.516	3174041.641	965230.9375	1081733.594	866849.4688	3070681.887	44549952.81	33981911.38	3415084.5	2094099.594	13089055.19	1127628.625	825864.6875	1187605.883	16532322.25	9955159.063	34244122.5	3739065.5	5499856.719	2082505.484
P07305	Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3	H1-0	43	10	152	10	194	20.9	10.84	11555015.54	7630615.73	7294701	7958900.563	1946990.429	2507422.406	6673220.977	6694236.27	2746897.262	15696981.95	15060719.41	5801652.188	13711013.48	5153845.813	7677563	8845887.773	10134286.01	15456564.65	13786676.63	22882577.35	5157289.582	6834645.875	7951379.891	5675807.703	14077213.07	11628624.27	8111070.141	27971118.46	21109612.88	6363262.063	15758857.52	18887387.54	12390034.77	13222258.5	21110142.83	13826803.25	24325054.86	31671076.66	5944269.34	3303861.84	20878189.81	10446756.98	18677232.18	14313922.32	12696711.49	22418135.14	14349961.6	3077474.238	289023.125	21910161.8	11426814.81	14194093.88	15120316.05	11700530.24	18318133.47	6515072.738	6492838.656	5222497.359	4818656.5	6898693.086	8904797.314	11654052.12	37447275.4	29426144.96	9102836.609	875158.2598	44515492.19	15173284.97	18925906.52	12025635.73	20610034.09	22321346.08	23147116.34	8269898.332	9202307	2052233.391	21497614.36	9870808.699	12166264.34	13021724.44
P22492	Histone H1t OS=Homo sapiens OX=9606 GN=H1-6 PE=2 SV=4	H1-6	13	6	527	0	207	22	11.71	290547717.5	156414577.2	173786575.9	2883724.766	2056725.82	1804970.219	187006917.5	148493678.6	49337599.96	302452850.2	433009846	184532312.7	2744404.945	1919399.344	4018115.438	226537099.2	207349338.9	342787979.1	332335133.7	541476101.6	128784190.3	1101961.141	657853.0313	502586.8438	285213067.4	234950977.4	160972929.1	509513884.9	398903792	173338374.8	2876704.438	1607465.563	2204419.25	296315741.7	375611709.5	319650998.1	444353707.6	643511294.1	153946092.4	595502.4063	478436.25	196105.4688	311775732.1	222307509.5	273538448	432537568.4	285602523.9	2137949.031	821909.8125	2400127.063	260296631.5	254939618.2	292079300.1	276445327.1	495104152	176719330.4	353394.25	371371.5	964640.7969	219662303.2	256056841.1	226447287.3	716635896.1	562440964.6	229936835.5	888786.6094	722123.125	313485.1563	395044807.3	149537678.5	394167202.2	481282917.7	518627271.3	214569936.5	1794107.281	102068.5391	599259.8125	239804159.8	280855155.7	274871571.9
Q12888	TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2	TP53BP1	10	10	115	10	1972	213.4	4.7	401968.875	232750.7422		226486.1719	457032.0469		3666292.32	2995902.359	598024.3438	251983.6875	159291.0625			521146.625	305654.5313	4714524.969	4460024.891	6023303.391		506843.5313	282574.9688		363048.25	427345.7813	5036811.688	7415885.047	3769158.609	334365.4688		116839.0469		238338.0625		4196589.281	7884137.406	7475908.297			136281.2188		764806.1875	706415.5938	7385358.031	4624836	4464800.484		572452.5	73067.33594		281454.4375	5566396.156	6434240.438	5522121.391	764305.7813	901443.75	334832.625		260294.1094		4314107.906	5601264.016	3280288.094			522686.8984	38216.27734	461048.4688	746531.2813	9207783.125	3683376.875	8405028.719	268821.4063	554795.3594	137800.7031		638714.1719	268599.7188	5680743.031	5318281.438	6366752.016
O94776	Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1	MTA2	19	11	150	11	668	75	9.66	11786992.58	7631134.656	11067462.97	1580100.813	586379.9844	724553.3281	10746021.66	10302432.86	3052499.094	13670476.84	21645469.91	11697117.26		575212.3125	1542577.906	14356230.61	12975879.95	22545056.63	11921267.95	25736666.53	10075635.53	377696.3125		632929.25	17716409.28	16118754.2	12709323.59	18995641.31	16391260.52	8977843.574	1292044.906	495363.6563	1038734.438	18056281.58	22029188.25	21407194.91	12553005.06	27005312.09	8938322.488	292752.6563	663394.9375		26285889.19	12039583.64	19699887.2	14490672.83	14127100.72	321497.6016	941834.5625	1183760.625	18327209.75	13496807.95	18535796.69	14836444.72	23544935.86	10067564.38	376590.125		947505.1094	11308348.97	16673587.47	11973697.55	29162763.72	22568027.73	11020827.47	214156.6738	263967.625		26178941.91	11301243.97	26565540.72	16194166.59	23857369.92	11215211.54		289194.7188		10797697.52	18411518.42	17199350.84
P16989	Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4	YBX3	33	10	153	5	372	40.1	9.77	1826320.273	1668243.281	2416983.125	8165448.047	2766478.563	4119969.164	3593634.203	3885125.813	1590145.641	2705163.75	3789536.266	2183782.188	8273253.688	5006848.25	8930715.688	6920922.563	6659187.719	8288656.25	874775.25	3449393.281	2241762.133	6696402.109	5961281.5	6821735.313	4422292.75	5249872.703	4736710.406	3606364.438	2853980.438	2300903.328	12851191.38	6992173.188	8495294.625	7062294.375	9170914.094	8417819.625	3747149.75	3908335.25	2283146.273	3659932.719	5751118.813	5870232.75	6665067.75	7387971.906	7695255.297	3388201.094	2817165.125	3460196.148	8394998	8293827.625	7134996.813	7457313.125	8065469.406	1624744.625	1769326.281	1491719.094	8310744.625	8893946.813	5116791.625	5259129.094	3555020.125	5400342.047	3689094.25	4511526.281	2748209.688	1558603.582	10594980.84	8760414.75	9144329	7217392.563	9375196.906	3535184.938	3056474.594	3314458.016	6890794.719	3941910.125	7588721.875	6644713.141	8554410.531	6946108.625
P49756	RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3	RBM25	19	12	97	12	843	100.1	6.32	443631.8906	107340.3633	524527.6875	7841306.016	3220560.625	2836076.535	5317234.594	4122291.125	1148276.848	1366805.922	1001496.734	1006587.32	9892732.906	18611530.31	35982509	9345417.188	11541272.91	15382464.53	1292860.141	624430.125	404051.5469	27491414.75	71699562	15844046.5	13587872	12398135.31	4906013.266	2471217.406	1610799.25	376755.7969	24886906.06	66082965.2	80071469.66	15210387.3	20031155.78	19529930.16	1634842.281	1872729	90796.29688	5103393.273	46529028.38	32966477	15564402.95	8372495.359	8383782.094	2635253.297	1606359.898	2667275.078	80012687	56569822	10841221.63	13684477.84	12920488.31	1163631.844	549445.4375	352809.3594	14921087.19	21457617.5	5071837.719	8964232.375	10365577.5	5650635.281	2335045.688	2905724.875	368732.8125	2421673.234	97465902	41560850	21580937.14	8171618.297	16463358	1865710.875	1835799.813	408853.8906	16510479.5	15573834.15	58802098	9570189.297	9014645.594	14021050.41
Q86UP2	Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	KTN1	11	13	83	13	1357	156.2	5.64	769098.5703	719035.1328	1027991.199	347705.5469	124107.3594	117309.8047	8238051.375	7358856.969	1492523.971	1633750.633	914175.8594	1185984.273	1149522.469	1240471.938	4464193.734	13289580.13	13750222.84	18126438.5	1571488.938	1904815.051	994402.3359	573635.5	4267060.969	1409888.094	21775324.5	19288220	7362377.688	4282766.641	961206.8906	769676.5313	2036244.875	4599941.203	6753864.344	22075197.47	28919797.75	25346861.55	4366199.031	963204.125	1499996.055	64435.48828	2486018.766	2538818.469	19331078.41	12949536.13	11462553.03	1732806.625	1616077.422	108780.1875	4724113.688	4924321.063	16414934.17	21576172.67	16195752.16	419687.4922	1897566.516	920902.9766		1346668.695	491337.3516	15252306.98	18124110.5	10073691.67	8424745.578	1845279.688	1647081.289	119801.8516	5779394.844	2834309.375	27558763.66	9246581.18	22994060.91	3344743.813	1967913.305	1504456.469	228099.8047	767746.0156	4927249.203	14324899.55	16420321.78	16973496.86
P21980	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	TGM2	17	11	160	11	687	77.3	5.22	970286.7813	859753.2227	1268396.156	17725746.94	7707162.703	9101588.617	1554220.25	1732647.859	64134.33984	848990.5625	2750856.32	2391052.492	28418146.38	20627498.44	33773377.44	92772.72656		3126669.938	2091379.77	3347597.484	365013.6875	17247343.91	21362972	22350605.06	414250.4688		926046.5938	4418419.5	1268873.172	2910854.641	40127622.52	34384505.13	41123167.22	940794.5313	633625.5625		3499239.5	897726.0313	1200722.25	15058251.36	31763610.92	34842988.81	622612.9531	2213579.984	1933674.438	776267.0625	444869.0938	7718224.281	37984216.78	45297060.44	883761.1563		1183090.648	406873.5547	1064350.656	147313.6523	13878397.06	18989101.84	10883437.3	204867.0625	595589	942246.6875	1922840.109	1767129.313	2596577.219	5501666.844	48881497.16	31067448.75	2569515.781	1094628.313		503364.8594	863131	952836.25	25217788.11	15466132.56	36233946.69	783588.4375		
P23381	"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2"	WARS1	37	11	104	11	471	53.1	6.23	255541.0703	147911.5605	1096855.063	17065268.03	5452813.93	7240816.77	370993.6406	55442.64844	76881.10156	139084.6719	196308.5938	1446914	15929347.78	12381355.72	29704583.66	511019.1094	262730.75	1568634.734		126795.8281	557441	15459445.31	20212368.06	19757716.92	276677	461043.8438	697253.0469		680458.4375	476916.9375	31194549.69	29221329.67	37225121.97	622904.125	750327.0938	798753	108536.2578		592487.2109	6301224.434	15313952.14	21263966.25	387870.7813	986746.0625	229410.3516	391811.1719	180037.3438	5105608.523	30528796.78	40467498.75	1250838.031	635072.1875	148198.875	545891	1478103.875	875906	14692131.95	19476827.88	12938912.39	280111.375	478593.2656	541848.5625	632015.8438	189874.9531	808316.0547	2380042.428	39009123.34	31728870.02	664624.2188	371763.25	933386.875	406520.9922	528752.5781	845406.5703	12814115.78	8540107.281	25889774.47	168335.5156	264816.6563	301783.6875
P00403	Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1	MT-CO2	26	6	151	6	227	25.5	4.82	24070926.38	10194230.06	11527470.22	4608213.094	3592446.453	5721991.266	3365332.625	4091458.828	2670745.41	49858034.78	36503303.59	14547059.67	12102697.47	9045420.344	11527515	7547662.563	8883795.969	11373417.69	49981124.02	65106269.79	3813018.328	1039309.813	6508145.594	9106041.188	13108138.16	9640015.563	7876593.063	80091415.5	55054317.33	10752230.9	1078485.891	9821983.281	11265653.91	19750903.44	18532872.88	10075918.08	58815383.22	94909269.53	10196875.88	484619.4922	6708731.766	7149414.109	12238279.23	7423400.594	6794241.016	47623110.75	23426434.06	3402791.109	7266445.75	14539061.58	10548229.88	15954859.45	5736710.75	32213203.46	43421187.69	10961294.98	5539895.266	5421951.5	6705549.531	9130892.609	9955978.063	6280406.898	90980820.72	81912816.02	17103863.7	1225489.164	9007505.453	9139339.688	13210670.09	4023649.906	8903312.438	65391403	76348003.03	13587367.73	2925050.375	5110717.859	12470172.44	12531678.97	5768761.719	13895684.56
Q9BYX7	Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1	POTEKP	17	6	1000	1	375	42	6.33	406688.6563				109570.8359		519710.875	347860.4063		1836396.625	1297704.375	296483.5313		237322.2344		1340941.625	1363403.625	1778331	1245077.5	2294909.5	146979.2344				2086706.25	1680685.875		3286195.5	2317147.5	121563.8203			390293.4688	4872039.5	2139789	1955740.5	1108200.625	2253990.25				373222.7813	1594191	785100.3125	839953.625	2524168.75	874792.9375	121040.6406			1765527.75	2979433.5	1643071.375	477711.875	455661.75					1262969	1102431.125	454134.1875	2917149	2216142			301973.5625	422927.5313	3162354.5	1080002	1605356.75	1273549.875	2181940.25	151609.9219			440457.8125	981694.625		1401482.625
Q8NFJ5	Retinoic acid-induced protein 3 OS=Homo sapiens OX=9606 GN=GPRC5A PE=1 SV=2	GPRC5A	15	7	164	7	357	40.2	8.15	12256833.86	5672355.422	6281160.469	2849687.242	1046961.641	874150.5625	2287791.656	1724576.375	639848.0039	30727047.66	37523385.95	7665496.797	2818367.969	2515501.703	3071399.75	3216146.188	3741453.125	3473727.625	15698525.48	25380113.03	4322979.125	2658425.875	694435.9375	2582724.469	4128350	2635963.875	1021188.063	45361702.28	40453609.88	5589124.031	3841845.406	3418944	4509329.813	4049741.188	5690832.188	4500314.313	35002250.02	47599726.84	5079154.805	1348978.523	3761098.875	3760649.578	5429209.625	3359847.516	2853923.359	37041576.59	27450396.97	635086.4375	4646671.875	4469240.25	5070342.469	5910525.219	3254058.125	14514478.63	14856778.75	4245843.398	1511023.391	2512693.75	1865698.641	1416121.875	2259153.344	1794809.625	61138212.22	48025902.31	8558376.422	641584.4453	3295330.688	4051880.578	7170698.375	2793579.625	2792812.344	32646630.63	36218216.19	7578092.047	3112584.438	2101254.734	2546547.547	3763339.125	2413116.266	3331404.813
Q9H4A4	Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2	RNPEP	16	9	124	9	650	72.5	5.74				13700700.39	5228297.336	6609487.211				1901458.5	885796.2578	158091.625	17062897.98	8352617.859	18392914.13	989582.5	709880.5625	683808.4063	2177295.297	970895.7656		12193048.29	15781801.63	14293902.88		256943.25		7042210	7097524	112237.1797	21243487.14	15946235.22	23304533.06		604070.9375	461278.0938	2513496.844	2025636.063	133960.7188	5315537.094	12129896.06	16123843.34			231248.875	2401315.75	2855188.281	4160374.859	19839063.31	24799933.53	486536.5938	408395.6875	444273.8594	1629650.906	1160527.656	124520.6563	14466407.38	16919414.78	10459405.17	190680.5156	299426.25		6349370.125	3007850.375	149192.625	1722727.719	23468610.38	20011857.03		384616.1875		2087680	2335694.719	440632.4219	10227780.33	6833327.563	19848230.75			
